request_id,hospital_id,component_id,blood_group,units_requested,request_date,status,priority,event_type
3071,4,1,A+,3,2025-07-16,Fulfilled,Routine,None
3072,6,1,A+,2,2025-07-17,Fulfilled,Urgent,None
3073,7,1,A+,3,2025-07-17,Fulfilled,Routine,None
3074,6,3,B-,2,2025-07-17,Fulfilled,Routine,None
3075,5,2,O+,2,2025-07-17,Fulfilled,Emergency,None
3076,8,3,A+,2,2025-07-17,Cancelled,Routine,None
3077,5,1,B+,2,2025-07-17,Fulfilled,Routine,None
3078,4,1,B+,6,2025-07-17,Fulfilled,Urgent,None
3079,4,1,B-,10,2025-07-17,Fulfilled,Urgent,None
3080,6,1,B+,3,2025-07-17,Fulfilled,Urgent,None
3081,1,2,O+,1,2025-07-17,Fulfilled,Routine,None
3082,7,2,AB-,3,2025-07-18,Fulfilled,Routine,None
3083,8,1,A+,3,2025-07-18,Fulfilled,Routine,None
3084,5,3,A-,1,2025-07-18,Fulfilled,Routine,None
3085,6,2,O+,4,2025-07-18,Fulfilled,Emergency,None
3086,2,1,O+,1,2025-07-18,Fulfilled,Routine,None
3087,7,2,O+,1,2025-07-18,Fulfilled,Routine,None
3088,8,2,B+,1,2025-07-18,Fulfilled,Routine,None
3089,1,3,AB+,1,2025-07-18,Fulfilled,Routine,None
3090,8,1,A+,1,2025-07-18,Fulfilled,Routine,None
3091,1,1,B+,2,2025-07-18,Fulfilled,Urgent,None
3092,7,1,A+,1,2025-07-19,Fulfilled,Routine,None
3093,6,2,B+,2,2025-07-19,Fulfilled,Urgent,None
3094,2,2,B+,1,2025-07-19,Fulfilled,Routine,None
3095,7,4,O+,2,2025-07-19,Fulfilled,Routine,None
3096,6,1,A+,2,2025-07-19,Fulfilled,Routine,None
3097,2,1,A+,2,2025-07-19,Fulfilled,Routine,None
3098,6,1,A+,1,2025-07-19,Fulfilled,Routine,None
3099,6,3,B+,4,2025-07-19,Fulfilled,Emergency,None
3100,4,1,AB+,2,2025-07-19,Fulfilled,Urgent,None
3101,4,1,O+,4,2025-07-19,Fulfilled,Routine,None
3102,4,3,O-,2,2025-07-19,Fulfilled,Routine,None
3103,3,1,A-,1,2025-07-19,Fulfilled,Routine,None
3104,8,1,A+,1,2025-07-19,Fulfilled,Routine,None
3105,7,4,A+,1,2025-07-19,Fulfilled,Routine,None
3106,5,2,B+,1,2025-07-19,Fulfilled,Urgent,None
3107,7,1,A+,1,2025-07-19,Fulfilled,Routine,None
3108,5,1,A+,1,2025-07-20,Fulfilled,Routine,None
3109,8,1,B+,1,2025-07-20,Fulfilled,Routine,None
3110,7,3,O+,3,2025-07-20,Fulfilled,Routine,None
3111,3,1,A+,1,2025-07-20,Fulfilled,Routine,None
3112,7,1,B+,2,2025-07-20,Fulfilled,Routine,None
3113,1,3,O+,2,2025-07-20,Fulfilled,Routine,None
3114,6,3,O+,2,2025-07-21,Fulfilled,Urgent,None
3115,2,4,AB+,3,2025-07-21,Fulfilled,Urgent,None
3116,7,3,B-,3,2025-07-21,Fulfilled,Routine,None
3117,7,2,A+,8,2025-07-21,Fulfilled,Emergency,None
3118,7,1,B-,2,2025-07-21,Fulfilled,Urgent,None
3119,3,2,AB+,1,2025-07-21,Fulfilled,Routine,None
3120,1,4,O+,1,2025-07-21,Fulfilled,Urgent,None
3121,4,4,AB+,3,2025-07-21,Fulfilled,Routine,None
3122,2,2,B+,3,2025-07-22,Fulfilled,Routine,None
3123,2,3,O+,1,2025-07-22,Fulfilled,Routine,None
3124,1,4,B+,3,2025-07-22,Fulfilled,Urgent,None
3125,5,2,A+,2,2025-07-23,Fulfilled,Routine,None
3126,1,3,A+,1,2025-07-23,Fulfilled,Routine,None
3127,1,2,O+,1,2025-07-23,Fulfilled,Routine,None
3128,7,1,B+,3,2025-07-23,Fulfilled,Routine,None
3129,8,3,A+,1,2025-07-23,Fulfilled,Urgent,None
3130,4,1,B+,3,2025-07-23,Fulfilled,Routine,None
3131,1,1,B+,4,2025-07-24,Fulfilled,Routine,None
3132,1,4,A+,1,2025-07-24,Fulfilled,Routine,None
3133,3,2,B+,1,2025-07-24,Cancelled,Routine,None
3134,8,3,A-,1,2025-07-24,Fulfilled,Routine,None
3135,7,1,O+,2,2025-07-24,Fulfilled,Routine,None
3136,2,3,B+,1,2025-07-24,Fulfilled,Routine,None
3137,3,2,AB+,1,2025-07-24,Fulfilled,Routine,None
3138,7,4,A+,1,2025-07-25,Fulfilled,Routine,None
3139,3,4,A+,3,2025-07-25,Fulfilled,Routine,None
3140,5,1,AB+,5,2025-07-25,Fulfilled,Routine,None
3141,7,4,A+,1,2025-07-25,Cancelled,Routine,None
3142,8,1,A+,3,2025-07-25,Fulfilled,Urgent,None
3143,1,1,A+,1,2025-07-25,Fulfilled,Routine,None
3144,3,3,B+,4,2025-07-25,Cancelled,Routine,None
3145,7,1,B-,2,2025-07-25,Fulfilled,Routine,None
3146,6,4,A+,1,2025-07-25,Fulfilled,Routine,None
3147,6,4,A+,3,2025-07-26,Fulfilled,Routine,None
3148,3,2,A+,1,2025-07-26,Fulfilled,Routine,None
3149,4,1,A+,5,2025-07-26,Fulfilled,Urgent,None
3150,3,2,A+,1,2025-07-26,Fulfilled,Routine,None
3151,6,1,A+,1,2025-07-26,Fulfilled,Routine,None
3152,1,3,B+,7,2025-07-26,Fulfilled,Emergency,None
3153,7,2,B+,1,2025-07-26,Fulfilled,Routine,None
3154,3,4,A+,2,2025-07-26,Fulfilled,Routine,None
3155,8,2,B+,2,2025-07-26,Fulfilled,Routine,None
3156,3,3,A+,3,2025-07-27,Fulfilled,Urgent,None
3157,4,2,A+,6,2025-07-27,Fulfilled,Routine,None
3158,1,4,B+,3,2025-07-27,Fulfilled,Routine,None
3159,7,2,B+,1,2025-07-27,Fulfilled,Routine,None
3160,1,3,A+,2,2025-07-27,Fulfilled,Routine,None
3161,7,3,AB+,1,2025-07-27,Fulfilled,Routine,None
3162,6,2,B+,2,2025-07-28,Fulfilled,Routine,None
3163,6,1,A-,2,2025-07-28,Fulfilled,Routine,None
3164,8,2,B+,1,2025-07-28,Fulfilled,Routine,None
3165,1,2,A+,2,2025-07-28,Fulfilled,Routine,None
3166,2,4,A+,2,2025-07-28,Fulfilled,Urgent,None
3167,3,4,AB+,1,2025-07-28,Fulfilled,Routine,None
3168,5,1,A+,1,2025-07-28,Fulfilled,Routine,None
3169,6,3,A-,2,2025-07-28,Fulfilled,Routine,None
3170,7,3,A+,1,2025-07-28,Fulfilled,Routine,None
3171,2,4,A+,1,2025-07-29,Fulfilled,Routine,None
3172,3,4,O+,2,2025-07-29,Fulfilled,Routine,None
3173,6,3,B-,6,2025-07-29,Fulfilled,Emergency,None
3174,1,2,A+,1,2025-07-29,Fulfilled,Urgent,None
3175,6,2,A+,4,2025-07-29,Fulfilled,Urgent,None
3176,5,1,O+,1,2025-07-29,Fulfilled,Routine,None
3177,2,4,O+,5,2025-07-29,Fulfilled,Routine,None
3178,8,2,B+,7,2025-07-30,Fulfilled,Emergency,None
3179,5,3,B+,3,2025-07-30,Fulfilled,Urgent,None
3180,3,2,B+,1,2025-07-30,Fulfilled,Routine,None
3181,2,2,A+,2,2025-07-30,Fulfilled,Routine,None
3182,7,3,B+,1,2025-07-30,Fulfilled,Routine,None
3183,5,4,A+,1,2025-07-31,Fulfilled,Routine,None
3184,3,4,O+,1,2025-07-31,Cancelled,Routine,None
3185,6,4,B+,2,2025-07-31,Fulfilled,Routine,None
3186,8,3,A+,3,2025-07-31,Fulfilled,Routine,None
3187,5,4,AB+,1,2025-07-31,Fulfilled,Routine,None
3188,2,3,O+,3,2025-07-31,Fulfilled,Routine,None
3189,1,1,O+,2,2025-07-31,Fulfilled,Routine,None
3190,5,3,B+,1,2025-07-31,Fulfilled,Routine,None
3191,3,3,A-,1,2025-07-31,Fulfilled,Routine,None
3192,6,1,B+,1,2025-07-31,Fulfilled,Routine,None
3193,7,1,A+,1,2025-08-01,Fulfilled,Routine,None
3194,4,1,A+,2,2025-08-01,Fulfilled,Routine,None
3195,6,1,A+,1,2025-08-01,Fulfilled,Routine,None
3196,6,3,B+,1,2025-08-01,Fulfilled,Routine,None
3197,2,4,O-,4,2025-08-01,Fulfilled,Emergency,None
3198,6,2,A+,3,2025-08-01,Fulfilled,Emergency,None
3199,1,4,A+,1,2025-08-01,Fulfilled,Urgent,None
3200,7,3,A-,1,2025-08-02,Fulfilled,Routine,None
3201,5,4,A+,2,2025-08-02,Fulfilled,Urgent,None
3202,1,4,O+,1,2025-08-02,Fulfilled,Routine,None
3203,8,2,O+,1,2025-08-02,Fulfilled,Routine,None
3204,8,4,O+,2,2025-08-02,Fulfilled,Routine,None
3205,6,2,B-,4,2025-08-02,Fulfilled,Urgent,None
3206,5,1,A+,1,2025-08-02,Fulfilled,Routine,None
3207,4,1,A+,4,2025-08-02,Fulfilled,Routine,None
3208,8,2,B+,2,2025-08-02,Fulfilled,Routine,None
3209,6,3,B+,1,2025-08-02,Fulfilled,Routine,None
3210,8,1,A+,2,2025-08-03,Fulfilled,Routine,None
3211,5,1,A-,5,2025-08-03,Fulfilled,Routine,None
3212,4,2,A+,2,2025-08-03,Fulfilled,Routine,None
3213,1,1,B+,3,2025-08-03,Fulfilled,Routine,None
3214,6,2,A-,3,2025-08-04,Fulfilled,Routine,None
3215,8,4,A+,2,2025-08-04,Fulfilled,Routine,None
3216,5,3,B-,1,2025-08-04,Fulfilled,Routine,None
3217,5,3,A+,1,2025-08-04,Fulfilled,Routine,None
3218,4,2,B+,2,2025-08-04,Fulfilled,Routine,None
3219,3,3,A-,1,2025-08-04,Fulfilled,Routine,None
3220,3,1,A+,1,2025-08-05,Cancelled,Routine,None
3221,5,2,B+,4,2025-08-05,Fulfilled,Urgent,None
3222,3,1,A+,1,2025-08-05,Fulfilled,Routine,None
3223,3,4,B-,2,2025-08-05,Fulfilled,Routine,None
3224,2,1,AB+,4,2025-08-05,Fulfilled,Emergency,None
3225,7,4,A+,2,2025-08-05,Cancelled,Routine,None
3226,7,3,A+,4,2025-08-06,Fulfilled,Urgent,None
3227,3,2,B+,1,2025-08-06,Fulfilled,Routine,None
3228,8,1,B+,3,2025-08-06,Fulfilled,Routine,None
3229,1,3,O+,3,2025-08-06,Fulfilled,Routine,None
3230,1,3,B+,1,2025-08-06,Fulfilled,Routine,None
3231,4,4,O+,1,2025-08-06,Fulfilled,Routine,None
3232,2,4,A+,1,2025-08-06,Fulfilled,Routine,None
3233,7,4,O+,2,2025-08-07,Fulfilled,Routine,None
3234,6,4,B+,3,2025-08-07,Fulfilled,Routine,None
3235,4,2,AB-,5,2025-08-07,Fulfilled,Routine,None
3236,6,3,O-,2,2025-08-07,Fulfilled,Routine,None
3237,8,4,AB+,4,2025-08-07,Fulfilled,Routine,None
3238,3,3,O+,3,2025-08-08,Fulfilled,Routine,None
3239,3,2,O+,1,2025-08-08,Cancelled,Routine,None
3240,4,1,AB+,4,2025-08-08,Fulfilled,Routine,None
3241,5,4,A+,2,2025-08-09,Fulfilled,Routine,None
3242,5,3,A+,6,2025-08-09,Cancelled,Emergency,None
3243,1,1,A+,1,2025-08-09,Fulfilled,Routine,None
3244,1,1,A+,4,2025-08-09,Fulfilled,Routine,None
3245,3,2,B+,2,2025-08-10,Fulfilled,Routine,None
3246,3,1,A-,2,2025-08-11,Fulfilled,Routine,None
3247,2,4,O+,1,2025-08-11,Fulfilled,Routine,None
3248,2,4,B+,1,2025-08-11,Fulfilled,Routine,None
3249,2,4,O+,3,2025-08-11,Fulfilled,Urgent,None
3250,3,3,O+,3,2025-08-11,Fulfilled,Routine,None
3251,8,2,A+,1,2025-08-12,Fulfilled,Routine,None
3252,3,1,A+,1,2025-08-12,Fulfilled,Routine,None
3253,2,4,B+,4,2025-08-12,Fulfilled,Emergency,None
3254,6,3,A-,4,2025-08-12,Fulfilled,Routine,None
3255,8,2,A+,2,2025-08-12,Fulfilled,Routine,None
3256,3,3,B+,1,2025-08-12,Fulfilled,Routine,None
3257,3,3,A-,1,2025-08-12,Fulfilled,Routine,None
3258,1,3,B-,3,2025-08-12,Fulfilled,Routine,None
3259,6,3,A-,6,2025-08-12,Fulfilled,Urgent,None
3260,1,4,B+,3,2025-08-12,Fulfilled,Routine,None
3261,2,4,B+,4,2025-08-12,Fulfilled,Urgent,None
3262,3,3,B+,1,2025-08-12,Fulfilled,Routine,None
3263,8,1,A+,2,2025-08-12,Fulfilled,Routine,None
3264,5,4,A-,4,2025-08-13,Fulfilled,Emergency,None
3265,4,4,B+,7,2025-08-13,Fulfilled,Routine,None
3266,4,3,O+,8,2025-08-13,Cancelled,Routine,None
3267,7,3,A+,3,2025-08-13,Fulfilled,Urgent,None
3268,4,1,A+,5,2025-08-13,Fulfilled,Routine,None
3269,4,2,B+,11,2025-08-13,Fulfilled,Emergency,None
3270,5,4,O-,8,2025-08-14,Fulfilled,Urgent,None
3271,6,1,B+,2,2025-08-14,Fulfilled,Routine,None
3272,7,1,O+,1,2025-08-14,Fulfilled,Routine,None
3273,6,2,A+,1,2025-08-15,Fulfilled,Routine,None
3274,4,4,B+,13,2025-08-15,Fulfilled,Emergency,None
3275,8,1,O+,7,2025-08-15,Fulfilled,Emergency,None
3276,4,2,B+,2,2025-08-15,Fulfilled,Routine,None
3277,8,3,B-,1,2025-08-15,Fulfilled,Urgent,None
3278,4,4,A+,4,2025-08-16,Fulfilled,Routine,None
3279,7,2,B-,1,2025-08-16,Fulfilled,Routine,None
3280,3,2,O+,1,2025-08-16,Fulfilled,Routine,None
3281,2,2,O+,2,2025-08-16,Fulfilled,Routine,None
3282,2,2,B+,3,2025-08-16,Fulfilled,Routine,None
3283,3,2,O-,3,2025-08-16,Fulfilled,Urgent,None
3284,4,4,A-,2,2025-08-16,Fulfilled,Routine,None
3285,8,2,A+,1,2025-08-16,Fulfilled,Routine,None
3286,6,2,AB+,2,2025-08-16,Fulfilled,Routine,None
3287,3,1,A+,4,2025-08-16,Fulfilled,Emergency,None
3288,3,4,A+,2,2025-08-16,Fulfilled,Routine,None
3289,3,1,O+,3,2025-08-16,Fulfilled,Urgent,None
3290,1,1,AB-,1,2025-08-16,Fulfilled,Routine,None
3291,4,2,B+,3,2025-08-16,Fulfilled,Routine,None
3292,6,4,O+,1,2025-08-16,Fulfilled,Routine,None
3293,7,4,A+,3,2025-08-17,Fulfilled,Emergency,None
3294,7,4,O+,2,2025-08-17,Fulfilled,Routine,None
3295,4,1,B+,1,2025-08-17,Fulfilled,Routine,None
3296,1,4,O+,2,2025-08-17,Fulfilled,Routine,None
3297,8,4,B+,1,2025-08-18,Fulfilled,Routine,None
3298,1,4,O+,1,2025-08-18,Fulfilled,Routine,None
3299,4,2,B+,7,2025-08-18,Fulfilled,Urgent,None
3300,4,2,O+,4,2025-08-18,Fulfilled,Routine,None
3301,5,2,O+,1,2025-08-18,Fulfilled,Routine,None
3302,5,4,B+,3,2025-08-18,Fulfilled,Routine,None
3303,7,1,A+,1,2025-08-18,Fulfilled,Routine,None
3304,5,2,A+,3,2025-08-18,Fulfilled,Urgent,None
3305,8,4,A-,2,2025-08-18,Fulfilled,Routine,None
3306,5,1,B-,2,2025-08-19,Fulfilled,Routine,None
3307,1,1,O-,3,2025-08-19,Fulfilled,Routine,None
3308,8,4,B+,1,2025-08-19,Fulfilled,Routine,None
3309,3,1,A+,2,2025-08-19,Fulfilled,Urgent,None
3310,1,4,B-,4,2025-08-19,Fulfilled,Routine,None
3311,6,2,B+,2,2025-08-19,Fulfilled,Urgent,None
3312,7,4,B+,5,2025-08-19,Fulfilled,Routine,None
3313,2,3,A+,1,2025-08-20,Fulfilled,Routine,None
3314,1,2,O+,2,2025-08-20,Fulfilled,Routine,None
3315,4,1,AB+,6,2025-08-20,Fulfilled,Urgent,None
3316,5,4,B+,1,2025-08-20,Fulfilled,Routine,None
3317,3,2,A+,2,2025-08-20,Fulfilled,Routine,None
3318,8,1,B+,1,2025-08-20,Fulfilled,Routine,None
3319,1,4,B+,1,2025-08-20,Fulfilled,Routine,None
3320,2,2,B-,1,2025-08-20,Fulfilled,Routine,None
3321,3,2,B+,2,2025-08-21,Fulfilled,Urgent,None
3322,1,1,B+,1,2025-08-21,Fulfilled,Routine,None
3323,8,4,B+,1,2025-08-21,Fulfilled,Routine,None
3324,3,4,B+,1,2025-08-21,Fulfilled,Routine,None
3325,4,3,B+,3,2025-08-21,Fulfilled,Routine,None
3326,6,2,A+,1,2025-08-21,Fulfilled,Routine,None
3327,2,4,B+,5,2025-08-21,Fulfilled,Emergency,None
3328,6,3,B+,2,2025-08-21,Fulfilled,Routine,None
3329,5,4,A+,2,2025-08-21,Fulfilled,Urgent,None
3330,6,2,B-,1,2025-08-21,Fulfilled,Urgent,None
3331,3,4,A+,1,2025-08-21,Fulfilled,Routine,None
3332,6,3,A-,2,2025-08-22,Fulfilled,Routine,None
3333,3,1,A+,2,2025-08-22,Fulfilled,Routine,None
3334,7,3,B+,1,2025-08-22,Fulfilled,Routine,None
3335,7,1,A+,1,2025-08-22,Fulfilled,Routine,None
3336,3,1,B+,1,2025-08-22,Fulfilled,Routine,None
3337,7,1,A+,2,2025-08-22,Fulfilled,Routine,None
3338,3,2,B+,1,2025-08-22,Fulfilled,Urgent,None
3339,8,3,B+,2,2025-08-23,Fulfilled,Routine,None
3340,8,4,B+,5,2025-08-23,Fulfilled,Urgent,None
3341,7,1,A+,2,2025-08-23,Fulfilled,Routine,None
3342,4,4,B+,10,2025-08-23,Fulfilled,Urgent,None
3343,3,4,A-,1,2025-08-23,Fulfilled,Routine,None
3344,3,3,A+,1,2025-08-23,Fulfilled,Routine,None
3345,5,4,B-,1,2025-08-23,Fulfilled,Routine,None
3346,4,2,A+,6,2025-08-24,Fulfilled,Urgent,None
3347,6,1,A+,1,2025-08-24,Fulfilled,Urgent,None
3348,5,2,B-,3,2025-08-24,Fulfilled,Emergency,None
3349,6,4,AB+,1,2025-08-24,Fulfilled,Urgent,None
3350,1,4,A-,2,2025-08-24,Fulfilled,Routine,None
3351,4,1,AB+,2,2025-08-24,Fulfilled,Routine,None
3352,6,1,A+,12,2025-08-24,Fulfilled,Emergency,None
3353,3,4,A+,2,2025-08-25,Fulfilled,Routine,None
3354,1,1,A+,1,2025-08-25,Fulfilled,Routine,None
3355,2,2,B+,1,2025-08-25,Fulfilled,Routine,None
3356,2,3,B+,2,2025-08-25,Fulfilled,Routine,None
3357,8,3,A+,6,2025-08-25,Fulfilled,Routine,None
3358,5,1,B+,1,2025-08-25,Fulfilled,Routine,None
3359,6,1,O+,3,2025-08-25,Fulfilled,Urgent,None
3360,4,1,A+,3,2025-08-25,Cancelled,Routine,None
3361,1,4,B-,1,2025-08-26,Fulfilled,Routine,None
3362,5,1,A-,2,2025-08-26,Fulfilled,Routine,None
3363,4,1,AB+,6,2025-08-26,Fulfilled,Routine,None
3364,7,4,B+,2,2025-08-26,Fulfilled,Routine,None
3365,1,2,AB+,1,2025-08-26,Fulfilled,Routine,None
3366,8,1,O-,1,2025-08-27,Fulfilled,Routine,None
3367,4,3,B+,2,2025-08-27,Fulfilled,Routine,None
3368,1,4,AB+,7,2025-08-27,Fulfilled,Emergency,None
3369,7,3,A+,3,2025-08-27,Fulfilled,Routine,None
3370,1,1,A-,3,2025-08-27,Fulfilled,Urgent,None
3371,4,1,A-,5,2025-08-27,Fulfilled,Routine,None
3372,2,2,B-,1,2025-08-27,Fulfilled,Routine,None
3373,7,2,O+,2,2025-08-28,Fulfilled,Routine,None
3374,8,2,A+,1,2025-08-28,Fulfilled,Routine,None
3375,7,4,A-,5,2025-08-28,Fulfilled,Emergency,None
3376,7,3,O+,2,2025-08-28,Fulfilled,Routine,None
3377,4,4,B+,5,2025-08-29,Fulfilled,Urgent,None
3378,3,1,B+,1,2025-08-29,Fulfilled,Routine,None
3379,7,2,O+,2,2025-08-29,Fulfilled,Urgent,None
3380,6,3,A+,2,2025-08-29,Fulfilled,Routine,None
3381,4,3,O+,2,2025-08-29,Cancelled,Routine,None
3382,3,2,A-,1,2025-08-29,Fulfilled,Routine,None
3383,7,2,A+,1,2025-08-29,Fulfilled,Routine,None
3384,2,2,A+,3,2025-08-29,Fulfilled,Routine,None
3385,7,4,AB+,1,2025-08-29,Fulfilled,Routine,None
3386,5,2,B+,2,2025-08-29,Fulfilled,Routine,None
3387,3,2,O+,2,2025-08-30,Fulfilled,Emergency,None
3388,6,4,B+,6,2025-08-30,Fulfilled,Emergency,None
3389,4,1,B+,3,2025-08-30,Cancelled,Routine,None
3390,1,3,A+,2,2025-08-30,Fulfilled,Routine,None
3391,1,2,A+,1,2025-08-30,Fulfilled,Routine,None
3392,1,1,B+,1,2025-08-30,Fulfilled,Routine,None
3393,4,1,A+,2,2025-08-30,Fulfilled,Routine,None
3394,7,3,A+,3,2025-08-30,Fulfilled,Routine,None
3395,7,1,B+,1,2025-08-31,Fulfilled,Routine,None
3396,4,1,O+,7,2025-09-01,Fulfilled,Routine,None
3397,3,4,A+,3,2025-09-01,Fulfilled,Routine,None
3398,6,4,A+,3,2025-09-01,Fulfilled,Routine,None
3399,8,3,B+,2,2025-09-01,Fulfilled,Routine,None
3400,4,4,A+,5,2025-09-01,Fulfilled,Routine,None
3401,6,1,O+,2,2025-09-01,Fulfilled,Routine,None
3402,7,2,A+,2,2025-09-01,Cancelled,Routine,None
3403,8,1,B+,2,2025-09-02,Fulfilled,Routine,None
3404,6,1,O+,1,2025-09-02,Fulfilled,Routine,None
3405,2,4,A-,2,2025-09-02,Fulfilled,Routine,None
3406,1,3,AB-,3,2025-09-02,Fulfilled,Urgent,None
3407,2,3,A+,4,2025-09-02,Fulfilled,Urgent,None
3408,8,3,O-,1,2025-09-02,Fulfilled,Urgent,None
3409,1,4,B+,1,2025-09-02,Fulfilled,Routine,None
3410,4,1,A+,4,2025-09-03,Fulfilled,Routine,None
3411,7,4,A+,3,2025-09-03,Fulfilled,Routine,None
3412,2,4,O-,1,2025-09-03,Fulfilled,Routine,None
3413,2,1,A+,3,2025-09-03,Fulfilled,Routine,None
3414,1,3,A+,7,2025-09-03,Fulfilled,Urgent,None
3415,1,2,B+,1,2025-09-03,Fulfilled,Routine,None
3416,4,1,B+,4,2025-09-04,Fulfilled,Routine,None
3417,4,1,A+,5,2025-09-04,Fulfilled,Routine,None
3418,3,4,AB-,4,2025-09-04,Fulfilled,Urgent,None
3419,5,4,B-,2,2025-09-04,Fulfilled,Routine,None
3420,1,3,A+,1,2025-09-04,Fulfilled,Routine,None
3421,7,1,B+,1,2025-09-04,Fulfilled,Routine,None
3422,8,1,A+,2,2025-09-05,Fulfilled,Routine,None
3423,8,1,B+,2,2025-09-05,Fulfilled,Routine,None
3424,1,2,A+,2,2025-09-05,Fulfilled,Routine,None
3425,6,1,O+,2,2025-09-05,Fulfilled,Urgent,None
3426,1,2,A-,1,2025-09-05,Fulfilled,Routine,None
3427,5,2,AB+,1,2025-09-05,Cancelled,Routine,None
3428,2,4,AB+,1,2025-09-05,Fulfilled,Routine,None
3429,5,2,B-,6,2025-09-05,Fulfilled,Emergency,None
3430,6,3,B-,2,2025-09-06,Fulfilled,Routine,None
3431,8,1,A+,2,2025-09-06,Fulfilled,Urgent,None
3432,6,1,AB-,3,2025-09-06,Fulfilled,Routine,None
3433,6,2,B+,1,2025-09-06,Fulfilled,Routine,None
3434,4,4,A+,2,2025-09-06,Fulfilled,Routine,None
3435,1,4,A+,1,2025-09-06,Fulfilled,Routine,None
3436,1,3,A+,2,2025-09-06,Fulfilled,Routine,None
3437,7,4,AB+,2,2025-09-06,Fulfilled,Routine,None
3438,3,1,A+,3,2025-09-06,Fulfilled,Routine,None
3439,6,3,A-,1,2025-09-07,Fulfilled,Routine,None
3440,8,1,AB+,1,2025-09-07,Fulfilled,Routine,None
3441,5,4,B+,2,2025-09-07,Fulfilled,Routine,None
3442,6,1,A+,2,2025-09-08,Fulfilled,Urgent,None
3443,6,2,O+,2,2025-09-08,Fulfilled,Routine,None
3444,2,4,O+,3,2025-09-08,Fulfilled,Routine,None
3445,5,4,A+,1,2025-09-08,Cancelled,Routine,None
3446,2,2,B-,3,2025-09-09,Fulfilled,Routine,None
3447,4,3,O-,4,2025-09-09,Fulfilled,Routine,None
3448,6,1,O+,2,2025-09-09,Fulfilled,Routine,None
3449,7,3,A+,1,2025-09-09,Fulfilled,Routine,None
3450,1,1,A+,3,2025-09-09,Fulfilled,Urgent,None
3451,7,2,A+,2,2025-09-09,Fulfilled,Routine,None
3452,6,2,A+,3,2025-09-09,Fulfilled,Routine,None
3453,6,1,B+,2,2025-09-10,Fulfilled,Routine,None
3454,2,1,O+,3,2025-09-10,Fulfilled,Urgent,None
3455,4,2,A+,12,2025-09-10,Fulfilled,Urgent,None
3456,3,3,B+,2,2025-09-10,Fulfilled,Routine,None
3457,4,3,O+,3,2025-09-10,Cancelled,Routine,None
3458,6,2,AB+,1,2025-09-10,Fulfilled,Routine,None
3459,7,2,B+,1,2025-09-11,Fulfilled,Routine,None
3460,8,3,A-,1,2025-09-11,Fulfilled,Urgent,None
3461,4,3,B+,7,2025-09-11,Fulfilled,Routine,None
3462,3,3,B+,1,2025-09-11,Fulfilled,Routine,None
3463,7,3,A+,2,2025-09-11,Fulfilled,Routine,None
3464,6,4,AB-,1,2025-09-11,Fulfilled,Urgent,None
3465,1,2,O+,1,2025-09-12,Fulfilled,Routine,None
3466,5,1,B+,5,2025-09-12,Fulfilled,Urgent,None
3467,5,1,A+,1,2025-09-12,Fulfilled,Routine,None
3468,2,4,B+,1,2025-09-12,Fulfilled,Routine,None
3469,8,2,B+,2,2025-09-13,Fulfilled,Routine,None
3470,2,3,A+,4,2025-09-13,Fulfilled,Urgent,None
3471,2,3,A+,1,2025-09-13,Fulfilled,Routine,None
3472,7,4,A+,1,2025-09-13,Fulfilled,Routine,None
3473,3,4,A+,2,2025-09-13,Fulfilled,Routine,None
3474,7,2,A+,3,2025-09-13,Fulfilled,Emergency,None
3475,3,1,A+,4,2025-09-13,Fulfilled,Routine,None
3476,1,1,A+,2,2025-09-13,Fulfilled,Routine,None
3477,8,4,A+,2,2025-09-13,Fulfilled,Urgent,None
3478,3,1,A-,1,2025-09-13,Fulfilled,Routine,None
3479,3,3,O-,2,2025-09-14,Fulfilled,Routine,None
3480,5,1,A-,1,2025-09-14,Fulfilled,Routine,None
3481,3,2,O+,1,2025-09-14,Fulfilled,Routine,None
3482,3,2,O+,2,2025-09-14,Fulfilled,Routine,None
3483,4,2,O+,2,2025-09-14,Fulfilled,Routine,None
3484,7,3,B+,2,2025-09-14,Fulfilled,Routine,None
3485,5,2,A-,1,2025-09-15,Fulfilled,Routine,None
3486,3,2,B+,1,2025-09-15,Fulfilled,Routine,None
3487,8,3,B+,2,2025-09-15,Fulfilled,Routine,None
3488,1,2,A+,2,2025-09-15,Fulfilled,Routine,None
3489,7,3,A+,1,2025-09-15,Fulfilled,Routine,None
3490,6,2,A+,2,2025-09-15,Fulfilled,Routine,None
3491,3,2,A+,1,2025-09-15,Fulfilled,Routine,None
3492,6,1,A+,3,2025-09-15,Fulfilled,Routine,None
3493,4,1,AB-,4,2025-09-15,Fulfilled,Routine,None
3494,2,2,B+,1,2025-09-16,Fulfilled,Urgent,None
3495,7,3,B+,1,2025-09-16,Fulfilled,Routine,None
3496,7,2,A+,2,2025-09-16,Fulfilled,Urgent,None
3497,3,1,A+,4,2025-09-16,Fulfilled,Emergency,None
3498,2,3,A+,1,2025-09-16,Fulfilled,Routine,None
3499,3,4,A+,2,2025-09-16,Fulfilled,Routine,None
3500,4,1,A+,6,2025-09-16,Fulfilled,Urgent,None
3501,2,1,A+,2,2025-09-16,Fulfilled,Urgent,None
3502,6,3,A+,1,2025-09-16,Fulfilled,Routine,None
